age,DTP_HL,DTP_ML,HL_norm,ML_norm
0.1,NA,11.573771422027459,NA,0.7845724598272835
0.2,NA,11.232481221276442,NA,0.7258065202371135
0.30000000000000004,NA,10.706354565821117,NA,0.6352140356500101
0.4,NA,10.11361407257862,NA,0.5331514743989532
0.5,NA,11.028333851130405,NA,0.6906548751119541
0.6000000000000001,NA,10.76891650856375,NA,0.6459864262424356
0.7000000000000001,NA,11.668485507265324,NA,0.8008810505784346
0.8,NA,10.306037128542334,NA,0.5662843380371009
0.9,NA,11.364922191195559,NA,0.7486112126086014
1,NA,12.077181418887779,NA,0.8712534175561677
1.1,NA,10.44897324614909,NA,0.5908961646704122
1.2000000000000002,NA,10.675792275854372,NA,0.6299515883779501
1.3,NA,12.824892546705989,NA,1
1.4000000000000001,NA,10.544821278323154,NA,0.6074000070197767
1.5,NA,11.121752337523986,NA,0.7067403798112681
1.6,NA,10.837178118879555,NA,0.6577402288987059
1.7000000000000002,NA,9.296239422158248,NA,0.39240969739088033
1.8,NA,10.66596227859422,NA,0.6282589847699636
1.9000000000000001,NA,9.130805938580899,NA,0.36392410336941494
2,NA,10.581100224107288,NA,0.6136467915206328
2.1,NA,9.830229613161945,NA,0.4843561852689774
2.2,NA,10.935893450301833,NA,0.6747377846158632
2.3000000000000003,NA,11.370999077195938,NA,0.749657577007019
2.4000000000000004,NA,10.282102685540437,NA,0.5621631238080409
2.5,NA,10.786071582194058,NA,0.6489403171493681
2.6,NA,10.4840091129782,NA,0.596928906392964
2.7,NA,10.451923138868189,NA,0.5914040996094951
2.8000000000000003,NA,10.732185934056716,NA,0.63966187687699
2.9000000000000004,17.416909079013706,10.613528499599866,0.7661634031721387,0.6192305383566589
3,17.201462259486718,11.726031824042483,0.729234986762259,0.8107898125877795
3.1,18.367814662194583,10.883922245127703,0.929152290263991,0.6657889876771566
3.2,17.893089167875694,11.262554013238507,0.8477825082774998,0.7309846820239492
3.3000000000000003,15.986913528184084,10.197446647171777,0.5210566465198473,0.5475864039790846
3.4000000000000004,15.549851162025716,9.504405762247632,0.4461424700654496,0.4282533592935086
3.5,14.79727344233363,8.73719818760086,0.3171477442458569,0.2961497305177598
3.6,16.576138115796784,8.602882910926546,0.6220520150199415,0.27302230576981606
3.7,17.292358682171884,8.987984587150283,0.7448149844361897,0.33933203804820455
3.8000000000000003,18.781152552559973,11.174122011318445,1,0.7157577881042396
3.9000000000000004,17.520461582681996,8.91112456722625,0.7839127019742461,0.3260976959023831
4,17.935992142137863,9.567678466227022,0.8551362436552332,0.439148134155422
4.1000000000000005,16.36301330031172,8.900749287626414,0.585521599064902,0.324311201438571
4.2,16.02840371895359,9.077500463173507,0.5281682253541301,0.3547455616453255
4.3,17.37158231706171,9.7593523079612865,0.7583942212294682,0.4721519923956678
4.4,17.92955897625439,9.811696028130871,0.8540335741932275,0.48116493179633535
4.5,16.060019963215566,9.073050758572897,0.5335873716473362,0.3539793777022233
4.6000000000000005,16.1592881136,8.482927934616999,0.5506023157606127,0.2523675466356978
4.7,15.740353148354343,8.133663369267332,0.4787952457875415,0.19222852036667473
4.800000000000001,16.749456577870696,8.48023539646993,0.6517594683628932,0.2519039249619822
4.9,15.43803200680178,9.414504296519077,0.42697623528056705,0.41277344193154986
5,14.568627641056501,8.130210155238945,0.277956971420943,0.19163391974076302
5.1000000000000005,15.063543539527554,9.152787364100153,0.36278746660641215,0.36770903221099244
5.2,16.281480110287767,9.860615400548127,0.5715464956076273,0.48958824098580356
5.300000000000001,17.014293637100298,8.593129288872348,0.6971535624853811,0.2713428530250227
5.4,18.20119915685025,9.249305667533289,0.9005937495753582,0.3843282869578795
5.5,17.75488804905183,8.816452181945497,0.8240943031072228,0.30979628536664733
5.6000000000000005,17.88599909843741,8.061833617788334,0.8465672430108008,0.17986032805730584
5.7,16.967732780697936,9.28880458867199,0.6891728519907819,0.3911295112778453
5.800000000000001,16.00062441743767,10.346921787652352,0.5234067458567407,0.5733241692485949
5.9,16.28989815772944,9.68995408865625,0.5729893814295982,0.4602024797686693
6,18.092682134574403,9.14617200233372,0.8819935131227578,0.3665699489643074
6.1000000000000005,16.22316664203498,9.35434519066937,0.561551342081244,0.4024147900500046
6.2,16.6611187066856,9.047893925973401,0.6366180162911121,0.3496476831456002
6.300000000000001,17.300941703517942,8.92146294937606,0.746286147422109,0.32787783708293555
6.4,16.512547314620832,8.67600202503829,0.6111523062620257,0.28561251033274243
6.5,16.236409445962416,8.281453532754352,0.5638212097866037,0.21767615349645103
6.6000000000000005,15.307273257016892,7.992982760125045,0.40456368088829037,0.168005064316159
6.7,15.38934970196384,8.432920717079568,0.41863190033612385,0.2437569240089408
6.800000000000001,15.458771529960417,8.750563254390773,0.4305310695966455,0.2984510292537513
6.9,15.09621893296931,8.46781005613515,0.36838815515694623,0.2497644354662564
7,15.604007789279851,7.900231151374509,0.4554251250008354,0.15203438767577834
7.1000000000000005,15.20810159864499,8.316042407261428,0.38756527587838424,0.2236319286851377
7.2,13.980270777791164,8.111002685603935,0.1771103342230734,0.1883266316974287
7.300000000000001,15.132459443708251,7.0172733180992,0.37459991857221786,0
7.4,14.234005443990863,7.236992340324274,0.2206014353292125,0.03783289047994007
7.5,14.047452504274895,8.607819086962746,0.18862554143835147,0.27387225406048316
7.6000000000000005,13.673538240235585,8.6441660293372,0.12453519341486764,0.28013074673083915
7.7,14.02571702828222,8.501237757392428,0.18489999696251883,0.2555202710232126
7.800000000000001,12.94697821007861,7.172422534022431,0,0.02671477068589608
7.9,13.095012638173968,7.077339459625289,0.025373672332252604,0.010342644578043205
8,14.050779949850428,7.175022680808443,0.1891958784526748,0.02716248371315591
